SLEOP_ID,Candidate_SLEOP_ID,ElectionDate,ElectionType,ResultType,ElectionConstituency,ElectionDistrict,ElectionRegion,CandidateFirstName,CandidateSurname,CandidatePoliticalParty,CandidatePoliticalPartyColor,ElectionRound,ValidVotes,ValidVotesPercent,Winner,ResultStatus,CandidatePhoto,SLOEDP_UUID,Candidate_SLEOP_UUID,CandidateOtherNames,CandidateFullname
3302,2238,2018-03-07,Parliamentary,"Constituency Results","Constituency 118","Western Area Urban",,Mohamed,Koroma,C4C,d68910,"First Round",806,3.15,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,dca85f71-1495-411b-8baf-39c411658d9d,250f323a-a6e5-49c2-8701-1131619d6b31,,"Mohamed Koroma"
6280,3921,2012-11-17,Parliamentary,"Constituency Results","Constituency 16",Kenema,,Moses,Abdulai,PMDC,f3881e,"First Round",804,4.54,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,bb228d76-3124-4c2d-b9c1-946150c0b307,c3887c90-7a70-44ef-9873-5d7785871564,,"Moses Abdulai"
2565,307,2018-03-07,Parliamentary,"Constituency Results","Constituency 29",Kono,,Tamba,Kandeh,NGC,4b0082,"First Round",804,3.38,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,2adeb5a5-de84-4d58-9951-8cd66f4e06c3,382a4cd3-b08d-44cb-9076-0a677369bca3,,"Tamba Kandeh"
5766,5349,1996-02-27,"MP - Proportional Representation","District Results",,Bombali,,Democratic,"Center Party",DCP,808080,"First Round",801,0.00,No,Final/Certified,/sites/default/files/2023-05/default-party-symbol.jpg,6ff80c3e-288d-40af-8a0f-9bda6e0f82ab,89f9232a-4afa-4df3-b744-b37fcfc6efe4,,"Democratic Centre Party"
2898,2760,2018-03-07,Parliamentary,"Constituency Results","Constituency 53",Tonkolili,,Mabinty,Koroma,NGC,4b0082,"First Round",796,8.32,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png,06aed025-fefb-467c-b8fe-88a2e1bf5c61,835dd72e-29f3-40c3-9df1-54702e797327,,"Mabinty Koroma"
5711,5436,1996-02-27,"MP - Proportional Representation","District Results",,Kailahun,,Social,Party,SDP,2F4F4F,"First Round",793,0.00,No,Final/Certified,/sites/default/files/2023-05/default-party-symbol_5.jpg,d57a1b24-b952-4f4e-9383-480e308f00df,2fd8c181-7ed1-41d9-b5fd-59cd9bc3ddf8,Democratic,"Social Democratic Party"
2548,218,2018-03-07,Parliamentary,"Constituency Results","Constituency 20",Kenema,,Noel,Hebron-Logan,NGC,4b0082,"First Round",793,2.73,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,96120361-7f28-433d-8bf4-47c21c1bca2c,607b5a57-0fa6-4304-a87f-a441668fb5ff,,"Noel Hebron-Logan"
2850,2239,2018-03-07,Parliamentary,"Constituency Results","Constituency 107","Western Area Rural",,Annan,Sesay,NGC,4b0082,"First Round",786,3.19,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,a37701a9-d511-4fcb-ae73-ca75869dcc75,5f6440cb-89db-4cfe-9c4c-566801d629ec,,"Annan Sesay"
3212,3208,2012-11-17,Parliamentary,"Constituency Results","Constituency 30",Bombali,,Mohamed,Kamara,PMDC,f3881e,"First Round",773,4.31,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,6d1d7ac9-403d-4432-8fd5-a09b1ccf6dbd,860dd068-9b2b-4e66-a761-96bcd920324b,,"Mohamed Kamara"
2555,225,2018-03-07,Parliamentary,"Constituency Results","Constituency 21",Kenema,,Nicole,Kamara,NGC,4b0082,"First Round",770,2.64,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png,733955ce-d351-443d-81de-d1a3dc40be8e,2bd706c8-d50a-4d33-b2e1-08b3f05ca41c,,"Nicole Kamara"
6032,,1996-02-27,"MP - Proportional Representation","District Results",,"Western Area Rural",,,,APC,FF333C,"First Round",767,0.00,No,Final/Certified,,13b9e367-69c3-46b1-85f8-6a1840590531,,,
1699,125,2018-03-07,Parliamentary,"Constituency Results","Constituency 5",Kailahun,,Kenneth,Macarthy,NGC,4b0082,"First Round",767,4.52,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,a1cddd33-e263-4033-8145-7c5dd3dda5b2,c5893347-0932-4326-bf6c-2c3b0b8bd4f2,,"Kenneth Macarthy"
5488,5484,2012-11-17,PCMP,"District Results",,Kenema,,Mariama,Kanja,IND,CCCCCC,"First Round",766,0.00,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,3b170a45-8c92-443a-b7f2-e4d2e4ae469e,a955cb9f-c11b-4348-8ad9-1ac6c1bcae7d,"PC Gassama iv Haj","PC Gassama kanja iv Haj Mariama"
4399,2240,2018-03-07,Parliamentary,"Constituency Results","Constituency 124","Western Area Urban",,Sulaiman,Jalloh,ADP,ff339f,"First Round",765,2.53,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,90dd1de3-bb00-48a4-af19-8e11caf1b862,78329aad-1b0e-484d-a96b-b1fc5435dbfd,,"Sulaiman Jalloh"
1849,165,2018-03-07,Parliamentary,"Constituency Results","Constituency 12",Kenema,,Bockarie,Kallon,IND,CCCCCC,"First Round",758,3.24,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,3fdf72dd-8ced-459d-88e6-58791f4f45e7,e183967f-2eeb-4044-b420-44c5594b21b3,,"Bockarie Kallon"
5138,3787,2012-11-17,Parliamentary,"Constituency Results","Constituency 12",Kenema,,Keifala,Ansumana,PMDC,f3881e,"First Round",751,4.02,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,46bab6cf-65a3-4b38-89c4-cfad50e7ad79,eed1c52b-2ee9-4a55-9653-d9dfd475b38d,A.,"Keifala A. Ansumana"
6177,5354,1996-02-27,"MP - Proportional Representation","Regional Results",,,East,National,Party,NADP,cccccc,"First Round",750,0.00,No,Final/Certified,/sites/default/files/2023-05/default-party-symbol_0.jpg,7b1adc17-64b0-4146-9cbb-bd23a0e87806,2b4baafd-219f-45fc-82eb-51164e46b6eb,"Alliance Democrate","National Alliance Democratic Party"
2549,219,2018-03-07,Parliamentary,"Constituency Results","Constituency 20",Kenema,,Ahmed,Jalloh,C4C,d68910,"First Round",748,2.57,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,f4303927-9f20-4f15-b85c-3f4822e457bd,f6dc1f76-3b31-419e-8d9b-12d3ae3d46be,,"Ahmed Jalloh"
2820,2241,2018-03-07,Parliamentary,"Constituency Results","Constituency 105",,,Princess,Wallace,NPD,3498DB,"First Round",746,3.30,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png,b3ce5c62-7989-48d3-a655-984489d6800e,f25b78f8-961e-4d31-b29a-09333e148eea,,"Princess Wallace"
6174,5421,1996-02-27,"MP - Proportional Representation","Regional Results",,,East,People's,Convention,PNC,808080,"First Round",742,0.00,No,Final/Certified,/sites/default/files/2023-05/default-party-symbol_3.jpg,d5716db1-5166-4e1b-80ee-8cde8d3fdadf,df0ef06d-ae42-4bf6-ba49-60d4380cc3f6,,"People's National Convention"
3859,3858,2012-11-17,Parliamentary,"Constituency Results","Constituency 41",Kambia,,"Abu Bakarr",Kamara,PMDC,f3881e,"First Round",741,3.53,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,83e4c526-14b6-4352-a6f1-b00ac545e4f8,73bdbc31-b0b9-42d7-beba-cc47e80e4f91,,"Abu Bakarr Kamara"
6077,5506,2002-05-14,"MP - Proportional Representation","District Results",,Moyamba,,"Movement of",Progress,MOP,808080,"First Round",739,0.60,No,Final/Certified,/sites/default/files/2023-05/IMG-20230508-WA0040_1.jpg,5f433177-02e2-49c1-b6a6-a9c4e945543b,dddd65d4-dcd2-4c23-a4b0-ac93071f7ccb,,"Movement for Progress"
4302,4300,2012-11-17,Parliamentary,"Constituency Results","Constituency 58","Port Loko",,Festus,Kargbo,SLPP,009900,"First Round",736,3.58,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,aed61063-6c29-4895-8210-3cb70af071b0,180571f9-04cb-4df3-a6fe-81d59fe70adb,Sheka,"Festus Sheka Kargbo"
5124,4472,2012-11-17,Parliamentary,"Constituency Results","Constituency 86",Moyamba,,Samuel,John,RUFP,996633,"First Round",732,4.95,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,8ffc61f9-f51f-485e-8c54-e4aa2789f8d1,fd967a8f-e57a-458c-bf75-b6b8e8874144,Bar,"Samuel J. Bar John"
3261,3211,2018-03-07,Parliamentary,"Constituency Results","Constituency 92",Bonthe,,Rita,Savage,NGC,4b0082,"First Round",730,2.39,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png,900935cf-2d1c-43a7-a1e0-b77153e86dea,06398124-2c5f-494d-9eb0-215261d093db,,"Rita Savage"
5942,,1996-02-27,"MP - Proportional Representation","District Results",,"Port Loko",,,,APC,FF333C,"First Round",728,0.00,No,Final/Certified,,77de585a-55cc-4649-a224-eedb1f7271c6,,,
6340,,2012-11-17,Parliamentary,"Constituency Results","Constituency 99","Western Area Urban",,,,UDM,9900cc,"First Round",727,3.05,No,Final/Certified,,909787ca-6bb4-489a-8465-0e33ccadc5bc,,,
4388,4387,2012-11-17,Parliamentary,"Constituency Results","Constituency 66",Tonkolili,,Alfred,Kamara,CDP,f1c40f,"First Round",725,3.31,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,7363ad71-df9b-4b0b-88cd-c9645138f21a,01a2c90e-0f73-4c69-8127-73cc5bd52d3f,,"Alfred Kamara"
4296,,2012-11-17,Parliamentary,"Constituency Results","Constituency 95","Western Area Rural",,,,NDA,1F681B,"First Round",724,3.07,No,Final/Certified,,c78293d6-c4db-4899-aa05-0761468917ec,,,
6129,6127,2012-11-17,PCMP,"District Results",,Bonthe,,Jonathan,Tucker,IND,CCCCCC,"First Round",723,0.00,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,70c99640-d5ee-4b64-bff3-aad71766c276,05e1f12b-8b64-42ec-86b1-5d54f9bf050b,"PC B","PC Tucker Jonathan B"
5066,4410,2012-11-17,Parliamentary,"Constituency Results","Constituency 82",Moyamba,,Dauda,Kamara,PMDC,f3881e,"First Round",723,3.72,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,fdea519a-4746-4adc-89ee-b45528950ea5,42d08959-fc0c-43b9-b17a-cdf1a310f635,,"Dauda Kamara"
3638,2838,2018-03-07,Parliamentary,"Constituency Results","Constituency 93",Moyamba,,Osman,Sankoh,C4C,d68910,"First Round",723,5.62,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,6d62f821-cd6b-4048-8e79-d6b86fa28b44,5289ec5a-c6cc-4caa-a17a-7eac52ab5807,,"Osman Sankoh"
2610,345,2018-03-07,Parliamentary,"Constituency Results","Constituency 34",Bombali,,Zainab,Sesay,NGC,4b0082,"First Round",722,4.20,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png,a3093bbd-71dc-4794-b090-5b0dbb4d38ce,cc79d955-964d-411b-b3f6-a60b4ea125f8,,"Zainab Sesay"
2638,1078,2018-03-07,Parliamentary,"Constituency Results","Constituency 38",Bombali,,John,Turay,C4C,d68910,"First Round",719,2.62,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,65421208-1eed-4358-ac7e-10104ed2a640,661c3992-8787-4361-99ab-db726d676cf8,,"John Turay"
2907,2769,2018-03-07,Parliamentary,"Constituency Results","Constituency 54",Tonkolili,,Daniel,Jalloh,SLPP,009900,"First Round",718,4.82,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,554bc4d5-9278-4082-881b-7fcae987725f,96d3310c-2451-4003-9d92-278747dcdc19,,"Daniel Jalloh"
3345,2242,2018-03-07,Parliamentary,"Constituency Results","Constituency 122","Western Area Urban",,Abubakarr,Bangura,C4C,d68910,"First Round",714,2.26,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,8b2f9f23-da83-4c4d-827b-b9972c7df552,2e27cb81-54fe-40f9-8205-5c726959620b,,"Abubakarr Bangura"
6271,5399,1996-02-27,"MP - Proportional Representation","Regional Results",,,North,National,Movement,NUM,808080,"First Round",714,0.00,No,Final/Certified,/sites/default/files/2023-05/default-party-symbol_2.jpg,cb69ffa5-e036-4db9-9f23-a3c017c2940d,844e4015-8c53-4da3-9d48-cac7d153e596,Unity,"National Unity Movement"
2978,2243,2018-03-07,Parliamentary,"Constituency Results","Constituency 111","Western Area Rural",,Abdulrahman,Kanu,C4C,d68910,"First Round",707,2.21,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,32790c2f-63d1-4d51-9924-d2c0a58b513d,f8910db2-276d-4f56-acb1-45cd45b60c13,,"Abdulrahman Kanu"
2763,,2018-03-07,Parliamentary,"Constituency Results","Constituency 100",,,,,APC,FF333C,"First Round",706,8.21,No,Final/Certified,,bf2d5dfd-6289-4a2b-9d12-c111d5e80dab,,,
2859,5354,1996-02-27,"MP - Proportional Representation","District Results",,Bo,,National,Party,NADP,cccccc,"First Round",705,0.00,No,Final/Certified,/sites/default/files/2023-05/default-party-symbol_0.jpg,fec90820-b35d-473c-8dc1-d5b71cd6b52e,2b4baafd-219f-45fc-82eb-51164e46b6eb,"Alliance Democrate","National Alliance Democratic Party"
5090,5089,2012-11-17,Parliamentary,"Constituency Results","Constituency 84",Moyamba,,James,Lahai,PMDC,f3881e,"First Round",702,4.25,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,79bab96c-7c76-4996-b111-1575a83d7a57,30ddfc1c-72d0-44c6-8afd-086905340677,"A. S.","James A. S. Lahai"
6279,5392,1996-02-27,"MP - Proportional Representation","Regional Results",,,North,National,Party,NPP,808080,"First Round",698,0.00,No,Final/Certified,/sites/default/files/2023-05/default-party-symbol_1.jpg,922b3c73-7ff1-428b-842e-175e6f85d924,32ef86a3-a6c7-46f4-bc16-55160c8288c1,People,"National People's Party"
5968,,2002-05-14,"MP - Proportional Representation","District Results",,Kenema,,,,PDP,1E90FF,"First Round",693,0.30,No,Final/Certified,,d47044aa-9611-4f38-b1af-c94eb34a74e7,,,
5225,4121,2012-11-17,Parliamentary,"Constituency Results","Constituency 24",Kono,,Tamba,Kpakama,UNPP,cccc00,"First Round",692,4.19,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,3c26b57a-79b2-41ed-a37e-030c4733a5d8,7ed5b862-ca55-45c8-9d72-0a53493e0df7,E.,"Tamba E.Kpakama"
4770,2244,2018-03-07,Parliamentary,"Constituency Results","Constituency 127","Western Area Urban",,Theresa,George,C4C,d68910,"First Round",689,2.66,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png,90727c11-5106-4e71-857c-f33e37691c7d,2d0d0e18-e754-410a-901b-72799a36b15d,,"Theresa George"
5019,,2012-11-17,Parliamentary,"Constituency Results","Constituency 98","Western Area Urban",,,,PMDC,f3881e,"First Round",688,3.16,No,Final/Certified,,25276d45-7182-493b-9e4f-ff10201ebb46,,,
3807,3805,2012-11-17,Parliamentary,"Constituency Results","Constituency 39",Kambia,,Alusine,Sesay,IND,CCCCCC,"First Round",685,3.98,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,98a74eea-937a-49b5-b0eb-3f97c516746a,2c1d36ac-29ff-447a-a3a6-3739c1ac5535,O.,"Alusine O. Sesay"
5539,,2012-11-17,Parliamentary,"Constituency Results","Constituency 102","Western Area Urban",,,,RUFP,996633,"First Round",683,3.04,No,Final/Certified,,c676debc-798f-4230-952b-eed6a443871f,,,
4964,,2012-11-17,Parliamentary,"Constituency Results","Constituency 96","Western Area Urban",,,,NDA,1F681B,"First Round",676,2.43,No,Final/Certified,,0fc8bc7e-a902-4078-b514-2afc7129cbe3,,,
6038,5399,1996-02-27,"MP - Proportional Representation","District Results",,"Western Area Rural",,National,Movement,NUM,808080,"First Round",675,0.00,No,Final/Certified,/sites/default/files/2023-05/default-party-symbol_2.jpg,d522442f-ef72-480c-8707-bef3eb76cc83,844e4015-8c53-4da3-9d48-cac7d153e596,Unity,"National Unity Movement"
2781,2752,2018-03-07,Parliamentary,"Constituency Results","Constituency 52",,,Abu,Thoronka,SLPP,009900,"First Round",673,5.73,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,0d1001ef-aeab-4e56-a07b-c76b8aeb02f6,e9f86727-5743-4d63-8bf5-26fbc718a83f,,"Abu Thoronka"
2894,2752,2018-03-07,Parliamentary,"Constituency Results","Constituency 52",Tonkolili,,Abu,Thoronka,SLPP,009900,"First Round",673,5.73,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,35fd0f0f-fc48-4dc3-82f5-cab5a9be4bee,e9f86727-5743-4d63-8bf5-26fbc718a83f,,"Abu Thoronka"
1697,123,2018-03-07,Parliamentary,"Constituency Results","Constituency 5",,,Mohamed,Kallon,APC,FF333C,"First Round",671,3.95,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,2027d696-247f-48ea-9fb4-85c5ab781251,23e5be5c-36d9-4adc-9d4a-97c89a839bf6,,"Mohamed Kallon"
2988,2926,2018-03-07,Parliamentary,"Constituency Results","Constituency 58",Kambia,,Morlai,Samura,NGC,4b0082,"First Round",671,4.52,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,5f4abe26-6448-44c3-afd0-2fded90d3165,ae770b01-95d3-4ed4-b29b-6d56299bf555,,"Morlai Samura"
3092,3052,2012-11-17,Parliamentary,"Constituency Results","Constituency 29",Bombali,,Bobson,Kanu,PMDC,f3881e,"First Round",668,2.84,No,Provisional,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,5c697da1-c3df-46de-889d-4142ab39f5a8,ca03136c-5f01-458b-942b-5628d340f4ed,,"Bobson Kanu"
2489,254,2018-03-07,Parliamentary,"Constituency Results","Constituency 26",Kono,,Francis,Marah,NGC,4b0082,"First Round",665,7.11,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,44597852-061b-4fd3-a058-af13bd5a0cf2,bbabe9fe-4440-4d5b-a99d-36f16af3c73e,,"Francis Marah"
2941,2938,2018-03-07,Parliamentary,"Constituency Results","Constituency 65",Karene,,Joseph,Sesay,SLPP,009900,"First Round",664,3.66,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,54840df8-5ee0-4c11-abb3-6fac97f10080,5aaae1e6-3102-40c9-a7f3-9b945500f577,,"Joseph Sesay"
2880,2758,2018-03-07,Parliamentary,"Constituency Results","Constituency 53",Tonkolili,,Abdul,Kanu,C4C,d68910,"First Round",659,6.89,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,3abaf252-31a5-477b-8635-d4134fe8e59c,64c9698c-2cf5-4a84-8a55-d031a21fc159,,"Abdul Kanu"
2485,249,2018-03-07,Parliamentary,"Constituency Results","Constituency 25",Kono,,Andipore,Suluku,NGC,4b0082,"First Round",656,6.33,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,ce3aea46-35c5-46f2-a5b4-431f3887cf0c,ec863f27-5449-4bce-a7ea-3fc5b34066f6,,"Andipore Suluku"
5900,,2012-11-17,Parliamentary,"Constituency Results","Constituency 111","Western Area Urban",,,,UDM,9900cc,"First Round",654,2.19,No,Final/Certified,,e1c228a0-7813-4cc2-be37-cb29dc11e3c1,,,
3761,3759,2012-11-17,Parliamentary,"Constituency Results","Constituency 38",Kambia,,Abass,Kamara,RUFP,996633,"First Round",652,4.67,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,990fb9b1-b9d8-4faa-872b-4ceb86f19f4b,efca06b5-1392-4632-a21e-a4e7c09f84c6,M.,"Abass M. Kamara"
2843,2832,2018-03-07,Parliamentary,"Constituency Results","Constituency 64",Karene,,Davidson,Banguray,C4C,d68910,"First Round",652,4.60,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,5400818c-4bcf-4f2c-9226-a61471f330e4,e56599d5-4d3b-43cf-89a7-93cdd39b1aea,,"Davidson Banguray"
4225,4222,2012-11-17,Parliamentary,"Constituency Results","Constituency 53","Port Loko",,O'yacami,Kamara,IND,CCCCCC,"First Round",650,3.93,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,e761e426-a76a-441b-8667-e55b88e3124a,3031566e-71e6-4173-9719-62ef0ce55d02,O'bai,"O'yacami O'bai Kamara"
2746,2578,2018-03-07,Parliamentary,"Constituency Results","Constituency 99",,,Duraman,Magona,APC,FF333C,"First Round",648,5.74,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,30523976-87c0-4448-bd5d-7b88044989fa,5651e402-bc01-4c6b-b79a-a00b6d5bcc7a,,"Duraman Magona"
1194,103,2018-03-07,Parliamentary,"Constituency Results","Constituency 2",Kailahun,,Emmanuel,Foryoh,C4C,d68910,"First Round",647,8.72,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,bb86317e-7296-4cea-8b7d-430ecc4b4d88,65752c9d-bba3-4083-8008-8ca54295bac5,,"Emmanuel Foryoh"
6036,,1996-02-27,"MP - Proportional Representation","District Results",,"Western Area Rural",,,,NDA,1F681B,"First Round",647,0.00,No,Final/Certified,,12035eec-3575-4520-b619-533b0a9853b2,,,
2471,236,2018-03-07,Parliamentary,"Constituency Results","Constituency 23",Kono,,Essekwi,Bangurah,IND,CCCCCC,"First Round",646,3.68,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,13006958-c7fe-4cab-872a-7bcfe5678f10,f04f2760-cf3a-45f2-85c4-1c86a0031727,,"Essekwi Bangurah"
3360,2245,2018-03-07,Parliamentary,"Constituency Results","Constituency 122","Western Area Urban",,Saidu,Kalokoh,ADP,ff339f,"First Round",645,2.04,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,dcbcb47c-60c6-4db1-a816-064475aad8bb,4778c96d-bb51-4792-a7d8-b6ae028f6361,,"Saidu Kalokoh"
4346,4345,2012-11-17,Parliamentary,"Constituency Results","Constituency 61",Tonkolili,,Lloyd,Hallowell,IND,CCCCCC,"First Round",644,3.69,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,42f367c7-888c-4c75-82fd-2bc3c52cd24a,7e7d2fef-27da-4a1f-ad14-79ed44917570,,"Lloyd Hallowell"
6079,,2002-05-14,"MP - Proportional Representation","District Results",,Moyamba,,,,PLP,3e59a9,"First Round",643,0.60,No,Final/Certified,,1d5f7cbe-b139-464c-a727-1a572a6a5cea,,,
5067,6348,2018-03-07,Parliamentary,"Constituency Results","Constituency 128","Western Area Urban",,Athelstan,Tubaka,C4C,d68910,"First Round",639,2.43,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,869cf2a3-6486-4968-9dcf-1ca4c1183384,0e74cc25-0347-4019-b653-a32d416992f5,,"Athelstan Tubaka"
4362,4361,2012-11-17,Parliamentary,"Constituency Results","Constituency 63",Tonkolili,,Moses,Gbla,PMDC,f3881e,"First Round",635,3.60,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,2d943b20-c6af-45b4-a7e7-4cfcce8a1e83,1d07068d-e954-4c32-a9cb-e701b4ea9b56,,"Moses Gbla"
2905,2766,2018-03-07,Parliamentary,"Constituency Results","Constituency 54",Tonkolili,,Maseray,Barrie,CDP,f1c40f,"First Round",635,4.27,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png,eeb879e0-8208-4a0c-936c-d60782e707cc,b486cae5-a133-40e3-98f2-145548e44f85,,"Maseray Barrie"
3546,3127,2018-03-07,Parliamentary,"Constituency Results","Constituency 74","Port Loko",,Adikalie,Kamara,C4C,d68910,"First Round",635,2.87,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,72e86f18-a7a3-4553-a106-63e30a338526,e9b55e06-00e6-45be-bbbd-346de24fc07c,,"Adikalie Kamara"
3472,3011,2018-03-07,Parliamentary,"Constituency Results","Constituency 71","Port Loko",,Sullay,Kanu,SLPP,009900,"First Round",631,4.80,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,341ebfb2-2015-449b-b04c-b46e0ba8dce8,91bbabd6-4581-4b46-aa29-1557786709ee,,"Sullay Kanu"
6133,5506,2002-05-14,"MP - Proportional Representation","District Results",,Bo,,"Movement of",Progress,MOP,808080,"First Round",630,0.30,No,Final/Certified,/sites/default/files/2023-05/IMG-20230508-WA0040_1.jpg,c2b11412-a263-426f-859e-19e590116cde,dddd65d4-dcd2-4c23-a4b0-ac93071f7ccb,,"Movement for Progress"
5860,,2012-11-17,Parliamentary,"Constituency Results","Constituency 107","Western Area Urban",,,,PLP,3e59a9,"First Round",623,2.12,No,Final/Certified,,14da85e5-9116-4e78-8000-c7ee4275a289,,,
5954,5436,1996-02-27,"MP - Proportional Representation","District Results",,"Port Loko",,Social,Party,SDP,2F4F4F,"First Round",622,0.00,No,Final/Certified,/sites/default/files/2023-05/default-party-symbol_5.jpg,2f378a24-cb47-4f7a-8358-9dac8ea3556f,2fd8c181-7ed1-41d9-b5fd-59cd9bc3ddf8,Democratic,"Social Democratic Party"
2657,2651,2018-03-07,Parliamentary,"Constituency Results","Constituency 48",Tonkolili,,Ishmael,Barry,CDP,f1c40f,"First Round",621,2.83,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,b6f91816-ab1b-46e8-a0fb-af7cc91e9f67,3f3b8909-579d-41de-ae8c-83a4c805fb85,,"Ishmael Barry"
4331,4299,2018-03-07,Parliamentary,"Constituency Results","Constituency 123","Western Area Urban",,Muctaru,Silla,NGC,4b0082,"First Round",618,3.02,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,4105ca47-eb4e-40e2-8ad3-9ff2b8321141,3252c5fc-19f7-495c-8b19-bc2ee733e8c8,,"Muctaru Silla"
5190,4036,2012-11-17,Parliamentary,"Constituency Results","Constituency 20",Kono,,Aminata,Bah,UNPP,cccc00,"First Round",618,2.88,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png,87e2e2a5-f90d-488e-bf4e-62d6dbc293c1,08ace308-8a55-47cb-94af-dbf3e57ec817,,"Aminata Bah"
2683,2677,2018-03-07,Parliamentary,"Constituency Results","Constituency 50",Tonkolili,,Hawanatu,Bangura,NPD,3498DB,"First Round",616,2.95,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png,260f7bcf-07a7-48dd-9aa5-3124e660a7b0,9d851993-242f-4456-876e-3ba8a1794024,,"Hawanatu Bangura"
